"Language",										"original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"str_cfgweapons_sawedoffmosin9130_green0",		"$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.","$UNT$Green painted Sawed-off Mosin-Nagant military rifle.",

"str_cfgweapons_sawedoffmosin9130_camo0",		"$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.","$UNT$Camo painted Sawed-off Mosin-Nagant military rifle.",

"str_cfgweapons_sawedoffmosin9130_black0",		"$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.","$UNT$Black painted Sawed-off Mosin-Nagant military rifle.",

"str_cfgweapons_ruger10220",					"$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22","$UNT$Sporter 22",
"str_cfgweapons_ruger10221",					"$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.",

"str_cfgweapons_ruger1022_green0",				"$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular green painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.",

"str_cfgweapons_ruger1022_black0",				"$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.","$UNT$A popular black painted rifle its low cost, slight recoil, and small noise signature makes it a great choice for firearms training, small-game hunting, and recreational shooting.",
